1648435848984|31|statement|connection 2|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select count(case when id is not null then 0 END) as 'all',        count(case when state = 0 then 0 end) as eidt,        count(case when state = 1 then 0 end) as notApproved,        count(case when state = 2 then 0 end) as approved,        count(case when state = 3 then 0 end) as reject  from  cms_article  WHERE  cms_article.publish_time >= ?   and cms_article.publish_time <= ?|select count(case when id is not null then 0 END) as 'all',        count(case when state = 0 then 0 end) as eidt,        count(case when state = 1 then 0 end) as notApproved,        count(case when state = 2 then 0 end) as approved,        count(case when state = 3 then 0 end) as reject  from  cms_article  WHERE  cms_article.publish_time >= '2022-03-21T10:50:48'   and cms_article.publish_time <= '2022-03-28T10:50:48'
1648435848987|0|commit|connection 2|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true||
1648435848987|0|commit|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true||
1648435849052|100|statement|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select column_id as columnId, c.name, count(case when column_id is not null then 0 END) as 'all',  count(case when state = 0 then 0 end) as editing, count(case when state = 1 then 0 end) as notApproved,  count(case when state = 2 then 0 end) as approved, count(case when state = 3 then 0 end) as reject  from cms_article as a,cms_column as c  WHERE c.id = a.column_id                  and c.id in (select id from cms_column  where parent_id = (select id from cms_column where code = ?)) group by column_id|select column_id as columnId, c.name, count(case when column_id is not null then 0 END) as 'all',  count(case when state = 0 then 0 end) as editing, count(case when state = 1 then 0 end) as notApproved,  count(case when state = 2 then 0 end) as approved, count(case when state = 3 then 0 end) as reject  from cms_article as a,cms_column as c  WHERE c.id = a.column_id                  and c.id in (select id from cms_column  where parent_id = (select id from cms_column where code = 'major-units')) group by column_id
1648435849054|0|commit|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true||
1648435851394|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|SELECT 1|SELECT 1
1648435851394|0|statement|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|SELECT 1|SELECT 1
1648435851396|0|statement|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id is null or parent_id =''|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id is null or parent_id =''
1648435851399|0|statement|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = ?|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = 1646925867
1648435851401|0|statement|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = ?|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = 1502170739765010434
1648435851405|2|statement|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = ?|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = 1504653428019453953
1648435851406|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|SELECT COUNT(*) AS total FROM cms_article AS a WHERE a.is_deleted = 0 AND a.state = ?|SELECT COUNT(*) AS total FROM cms_article AS a WHERE a.is_deleted = 0 AND a.state = 1
1648435851407|0|commit|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true||
1648435851408|0|statement|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = ?|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = 1505952847067197442
1648435851412|0|statement|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = ?|select id, code, parent_id, name, type, path, publish_time, sort_order, keyword, custom_url, description from cms_column WHERE  parent_id = 1505955204605784065
1648435851415|0|commit|connection 1|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true||
1648435854498|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|SELECT 1|SELECT 1
1648435854514|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|SELECT COUNT(*) AS total FROM cms_article AS a WHERE a.is_deleted = 0 AND a.state IN (2, 3)|SELECT COUNT(*) AS total FROM cms_article AS a WHERE a.is_deleted = 0 AND a.state IN (2, 3)
1648435854524|5|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|select a.id,a.column_id,c.name as columnName, title, sub_title, a.sort_order, a.keyword, a.content, a.essential, a.is_top, a.is_major,a.publish_time,a.cover_img_url, a.link_url, a.type, a.author, a.source, a.state, a.is_show, a.is_focus, a.is_recommended,a.hit_nums from cms_article as a left join cms_column as c on c.id = a.column_id  WHERE a.is_deleted = 0               and a.state in  (2,3)  ORDER BY a.sort_order, a.publish_time desc, a.updated_time desc LIMIT ?|select a.id,a.column_id,c.name as columnName, title, sub_title, a.sort_order, a.keyword, a.content, a.essential, a.is_top, a.is_major,a.publish_time,a.cover_img_url, a.link_url, a.type, a.author, a.source, a.state, a.is_show, a.is_focus, a.is_recommended,a.hit_nums from cms_article as a left join cms_column as c on c.id = a.column_id  WHERE a.is_deleted = 0               and a.state in  (2,3)  ORDER BY a.sort_order, a.publish_time desc, a.updated_time desc LIMIT 10
1648435854533|0|commit|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true||
1648435855205|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|SELECT 1|SELECT 1
1648435855234|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/ecms_servera?createDatabaseIfNotExist=true&serverTimezone=UTC&useUnicode=true&characterEncoding=UTF-8&useSSL=false&allowPublicKeyRetrieval=true&allowMultiQueries=true|SELECT COUNT(*) AS total FROM cms_article AS a WHERE a.is_deleted = 0 AND a.state = ?|SELECT COUNT(*) AS total FROM cms_article AS a WHERE a.is_deleted = 0 AND a.state = 1
